age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
61;management;single;tertiary;no;834;no;no;unknown;16;may;72;2;130;-4;unknown;no
45;admin.;single;secondary;no;-88;yes;no;unknown;9;may;131;1;-1;0;unknown;no
32;retired;divorced;tertiary;no;5035;no;no;unknown;19;jul;463;2;-17;1;unknown;no
38;management;divorced;tertiary;no;554;no;no;cellular;21;nov;45;1;101;4;failure;no
47;unemployed;married;unknown;no;5471;no;no;cellular;17;may;503;5;4;0;unknown;no
45;technician;single;tertiary;no;-2652;yes;no;cellular;16;may;183;7;96;0;unknown;yes
32;technician;single;secondary;no;1819;yes;no;cellular;20;apr;62;1;340;2;failure;no
55;management;married;tertiary;no;1904;no;no;unknown;17;jun;236;5;98;1;unknown;yes
54;admin.;divorced;secondary;no;200;no;no;cellular;3;jun;170;1;-1;0;unknown;yes
45;blue-collar;married;secondary;no;3;no;yes;telephone;30;jul;154;2;-1;0;unknown;no
48;management;single;tertiary;no;-3583;yes;no;unknown;13;dec;-11;4;115;2;unknown;yes
29;unemployed;single;secondary;no;523;no;no;cellular;5;feb;351;1;-1;0;unknown;no
37;management;single;tertiary;no;-119;yes;no;unknown;11;jun;375;11;-1;0;unknown;no
34;entrepreneur;single;secondary;no;-3517;no;no;cellular;1;may;206;0;114;1;unknown;yes
35;self-employed;married;secondary;no;-5135;no;no;unknown;13;jul;474;1;180;-1;success;yes
51;blue-collar;married;primary;no;3754;no;yes;cellular;13;aug;202;3;-1;0;unknown;no
45;entrepreneur;married;tertiary;yes;323;no;no;telephone;11;nov;95;-2;52;2;unknown;no
28;management;divorced;tertiary;no;-3276;no;no;unknown;26;apr;139;1;144;0;unknown;no
54;admin.;married;primary;no;-1198;yes;no;unknown;22;may;15;3;89;2;unknown;no
37;entrepreneur;married;tertiary;no;-3093;yes;no;unknown;18;oct;-5;6;14;-2;unknown;yes
40;management;single;tertiary;no;-336;no;no;cellular;21;feb;-45;-4;-12;0;unknown;yes
42;blue-collar;married;tertiary;no;2065;yes;no;telephone;9;may;322;2;88;0;unknown;yes
45;technician;married;tertiary;no;1746;no;yes;unknown;-3;jun;593;8;-46;2;failure;no
45;management;divorced;tertiary;no;6572;yes;no;cellular;17;nov;42;2;-1;0;unknown;no
30;technician;single;secondary;no;963;yes;no;cellular;18;may;66;1;-1;0;unknown;no
55;technician;married;secondary;no;-1012;yes;no;unknown;14;jul;-52;9;-70;1;unknown;yes
26;self-employed;married;secondary;no;924;no;no;cellular;4;jun;264;4;95;0;failure;no
47;technician;divorced;tertiary;no;2323;no;yes;telephone;16;aug;-308;2;56;1;unknown;no
30;admin.;married;secondary;no;695;yes;no;cellular;13;apr;478;2;-1;0;unknown;no
45;student;divorced;secondary;no;584;no;no;unknown;18;aug;934;5;-20;0;failure;yes
36;blue-collar;divorced;secondary;no;-1321;yes;no;unknown;25;feb;-203;2;-66;0;unknown;yes
34;technician;married;tertiary;no;3113;no;no;telephone;7;aug;314;10;151;4;unknown;yes
44;management;married;tertiary;no;6203;yes;yes;unknown;13;may;129;1;-1;0;unknown;no
41;management;single;secondary;no;5548;yes;no;cellular;12;may;128;2;-1;0;unknown;no
44;services;single;secondary;no;8462;no;no;unknown;18;may;137;10;52;4;unknown;yes
51;entrepreneur;divorced;tertiary;no;-242;yes;no;unknown;14;jul;549;7;117;4;unknown;yes
58;blue-collar;married;primary;no;4948;yes;yes;telephone;10;oct;386;0;-18;0;unknown;yes
64;retired;married;tertiary;no;2059;no;yes;cellular;9;nov;326;1;95;1;other;no
8;technician;married;tertiary;no;-5802;yes;no;cellular;13;jun;138;0;-61;3;unknown;no
35;technician;single;secondary;no;11423;yes;no;unknown;23;may;107;1;-1;0;unknown;no
47;technician;married;tertiary;yes;2754;yes;no;unknown;14;jun;273;1;-13;2;unknown;yes
41;self-employed;married;tertiary;no;6013;no;no;cellular;23;may;224;0;177;-1;unknown;yes
65;management;married;tertiary;no;6494;yes;no;unknown;6;jul;450;2;128;0;unknown;yes
59;self-employed;single;tertiary;no;-432;yes;yes;cellular;24;may;483;2;117;2;unknown;yes
33;services;single;tertiary;no;-1965;no;yes;cellular;19;may;219;2;-128;4;other;no
38;entrepreneur;divorced;tertiary;no;-3893;yes;no;unknown;4;jul;688;3;-175;-1;other;yes
46;management;single;secondary;no;4497;no;no;unknown;13;jun;859;3;148;-1;unknown;no
43;management;married;tertiary;no;2372;yes;no;unknown;29;may;695;8;-33;5;failure;no
31;admin.;married;secondary;no;1130;yes;no;cellular;23;jul;236;5;-1;0;unknown;no
29;technician;married;tertiary;no;-2442;yes;no;cellular;4;dec;44;-4;179;2;unknown;no
43;technician;married;tertiary;no;7033;yes;no;unknown;8;jul;163;6;-94;4;failure;yes
48;blue-collar;married;unknown;no;434;no;no;cellular;18;aug;73;6;-1;0;unknown;no
23;entrepreneur;married;unknown;no;-1621;yes;no;unknown;18;feb;236;-3;9;0;success;yes
56;entrepreneur;single;tertiary;no;-458;yes;no;unknown;10;jun;-56;4;188;-2;unknown;yes
43;entrepreneur;divorced;unknown;no;977;no;yes;telephone;30;jun;345;2;-85;0;unknown;yes
38;management;single;secondary;no;1553;yes;no;unknown;8;jul;456;4;105;1;unknown;no
34;management;married;tertiary;no;-929;yes;no;unknown;29;oct;-268;1;98;3;unknown;yes
36;unemployed;divorced;primary;no;510;no;no;cellular;6;feb;258;2;-1;0;unknown;no
50;technician;married;unknown;no;-248;no;no;cellular;14;may;-38;5;-56;1;unknown;yes
52;management;single;unknown;no;7880;no;no;unknown;12;jun;414;4;89;3;unknown;yes
32;blue-collar;single;secondary;no;1839;yes;no;cellular;21;may;67;1;164;3;failure;no
40;technician;married;tertiary;no;3282;yes;yes;unknown;-2;oct;293;2;273;0;unknown;no
35;technician;married;tertiary;no;161;no;no;unknown;15;may;593;6;-96;2;other;yes
52;unemployed;married;secondary;no;1639;no;no;cellular;8;aug;93;1;-1;0;unknown;no
33;services;married;secondary;no;450;yes;no;unknown;4;jun;121;4;-1;0;unknown;no
58;blue-collar;married;secondary;no;1166;yes;no;unknown;12;may;493;1;-1;0;unknown;no
40;blue-collar;single;unknown;no;3232;no;yes;cellular;14;oct;417;2;198;-3;unknown;yes
61;technician;single;tertiary;no;2086;no;yes;cellular;18;may;73;4;71;2;unknown;no
37;management;married;tertiary;no;2045;yes;no;cellular;4;jan;260;2;-2;-4;unknown;yes
50;blue-collar;married;primary;no;-294;yes;no;unknown;6;jun;79;3;-1;0;unknown;no
34;services;married;secondary;no;27;yes;yes;cellular;31;jul;249;3;-1;0;unknown;no
52;blue-collar;married;unknown;no;2638;no;no;unknown;12;jun;363;-1;125;0;unknown;no
31;technician;single;secondary;no;159;no;no;cellular;20;aug;129;1;-1;0;unknown;no
21;entrepreneur;single;secondary;no;-1059;no;no;telephone;8;oct;-63;7;150;-1;success;yes
33;management;married;tertiary;no;780;no;no;telephone;22;may;-120;0;-54;-2;unknown;yes
31;unknown;married;unknown;no;-378;yes;no;telephone;35;aug;148;1;52;2;failure;yes
44;entrepreneur;married;unknown;no;2428;yes;no;cellular;13;mar;-60;4;73;1;failure;yes
22;retired;married;secondary;no;2635;no;no;telephone;24;jan;506;0;79;5;unknown;no
32;blue-collar;divorced;secondary;no;107;yes;yes;cellular;10;jul;120;1;-1;0;unknown;no
37;technician;single;secondary;no;363;yes;no;cellular;21;nov;39;4;182;3;failure;no
31;management;married;secondary;no;2130;no;no;unknown;21;aug;458;4;58;0;unknown;yes
39;technician;married;secondary;no;2893;yes;no;telephone;-1;jan;624;12;-113;0;unknown;no
35;technician;married;tertiary;no;8029;yes;no;cellular;26;may;167;1;285;4;success;no
54;entrepreneur;divorced;tertiary;no;-1599;yes;no;cellular;18;jun;640;10;258;2;unknown;yes
56;technician;married;secondary;no;589;yes;no;unknown;29;may;535;2;-1;0;unknown;yes
45;admin.;married;tertiary;no;4650;yes;yes;unknown;15;may;103;3;-17;1;unknown;no
56;blue-collar;married;secondary;no;1210;no;no;unknown;11;jun;935;1;-1;0;unknown;yes
34;technician;divorced;secondary;no;259;no;no;cellular;11;aug;316;2;-1;0;unknown;no
16;blue-collar;married;secondary;no;-5722;yes;no;unknown;4;jul;435;1;53;0;unknown;no
31;technician;divorced;tertiary;no;1084;yes;no;unknown;19;may;211;3;-32;0;unknown;no
34;technician;married;secondary;no;-3247;no;no;cellular;12;oct;235;6;3;3;unknown;no
39;technician;married;secondary;no;5537;yes;no;cellular;18;may;500;-1;-45;-3;unknown;yes
36;technician;divorced;secondary;no;-435;yes;no;unknown;2;jun;85;8;-1;0;unknown;no
41;housemaid;married;primary;no;1618;yes;no;cellular;7;jul;134;2;-1;0;unknown;no
58;entrepreneur;single;tertiary;no;-4930;no;no;unknown;17;jun;620;8;-78;-1;unknown;yes
27;self-employed;single;tertiary;no;147;no;no;cellular;22;jun;111;5;-1;0;unknown;no
49;technician;single;tertiary;no;-2821;yes;no;unknown;14;may;422;2;-8;-4;unknown;no
36;self-employed;married;secondary;no;14;yes;yes;cellular;11;may;210;1;-1;0;unknown;no
26;entrepreneur;married;tertiary;no;-421;no;yes;unknown;16;jul;71;-2;70;1;unknown;yes
30;entrepreneur;married;unknown;no;5537;no;no;telephone;33;jul;359;6;-10;0;unknown;yes
43;unknown;divorced;tertiary;no;2210;no;no;cellular;23;nov;466;1;78;2;failure;no
48;admin.;married;secondary;no;2088;no;yes;cellular;4;feb;93;1;-1;0;unknown;no
31;blue-collar;single;secondary;no;855;yes;no;cellular;16;apr;94;1;317;2;failure;no
42;admin.;divorced;secondary;no;63;no;no;unknown;16;may;88;6;-1;0;unknown;no
55;unemployed;married;primary;no;1221;no;yes;cellular;8;jul;108;1;-1;0;unknown;no
34;blue-collar;married;tertiary;no;1028;yes;no;unknown;9;may;-197;-1;-24;0;unknown;yes
27;blue-collar;married;tertiary;no;-3132;no;no;unknown;24;jul;108;8;207;-1;failure;yes
32;technician;single;tertiary;no;0;no;no;cellular;21;aug;119;2;-1;0;unknown;no
28;technician;single;tertiary;no;-803;yes;yes;unknown;11;jun;222;9;-1;0;unknown;no
47;entrepreneur;married;secondary;no;4810;yes;no;telephone;10;nov;90;6;-66;0;unknown;no
18;technician;married;unknown;no;2461;yes;no;unknown;9;dec;-302;2;-95;-2;unknown;no
49;technician;divorced;tertiary;no;1573;yes;no;unknown;16;jun;313;2;-19;0;unknown;no
55;blue-collar;single;tertiary;no;-356;yes;no;cellular;16;may;379;1;-107;5;unknown;yes
45;management;married;tertiary;no;2668;yes;no;cellular;17;jul;119;1;41;0;unknown;yes
38;services;single;secondary;no;4317;yes;no;cellular;2;feb;216;2;-1;0;unknown;no
59;management;single;tertiary;no;705;no;no;cellular;3;feb;537;4;-1;0;unknown;no
44;entrepreneur;married;secondary;no;2595;no;no;cellular;25;may;124;2;-143;0;unknown;yes
36;technician;married;tertiary;no;1731;yes;no;cellular;3;jun;74;3;-1;0;unknown;no
32;management;single;tertiary;no;1;no;no;cellular;20;aug;108;5;-1;0;unknown;no
54;technician;married;tertiary;no;4223;yes;no;unknown;20;dec;714;-1;58;2;unknown;yes
28;services;married;tertiary;no;-1260;no;no;unknown;0;jul;244;2;67;1;unknown;no
27;services;married;unknown;no;2298;yes;no;cellular;25;may;142;7;-76;0;unknown;yes
44;management;married;tertiary;no;1705;yes;no;unknown;27;may;-75;4;-23;0;unknown;yes
39;unknown;married;tertiary;no;-159;no;no;cellular;28;jan;287;-2;-49;3;unknown;yes
50;technician;married;unknown;no;2458;no;no;cellular;2;oct;423;1;136;0;unknown;yes
39;blue-collar;married;tertiary;no;-701;yes;yes;unknown;18;dec;494;5;60;0;unknown;no
55;housemaid;single;tertiary;no;1338;no;no;unknown;33;may;-407;3;95;3;unknown;yes
63;technician;divorced;tertiary;yes;3868;yes;no;cellular;8;may;1054;-3;-23;4;failure;yes
17;unknown;married;secondary;no;-2248;yes;no;cellular;11;oct;105;4;-66;2;unknown;yes
30;entrepreneur;married;tertiary;no;1839;yes;no;unknown;2;jun;194;1;49;0;unknown;yes
28;unemployed;single;tertiary;no;1010;yes;no;cellular;6;may;911;1;336;2;failure;no
41;blue-collar;married;secondary;no;-423;yes;no;unknown;29;aug;126;0;107;0;unknown;no
41;management;single;tertiary;no;4978;yes;no;cellular;22;nov;202;9;100;-1;failure;yes
40;technician;single;tertiary;no;910;no;no;unknown;14;may;233;3;-4;-2;unknown;no
41;management;married;tertiary;no;725;no;no;cellular;26;aug;460;10;-1;0;unknown;no
27;blue-collar;married;unknown;no;2942;yes;yes;cellular;23;jul;101;6;193;2;success;yes
37;management;married;tertiary;no;2951;no;no;cellular;21;nov;101;3;-1;0;unknown;no
39;retired;single;tertiary;no;-597;no;no;cellular;36;may;233;1;54;-1;unknown;yes
30;blue-collar;married;tertiary;no;3591;yes;yes;unknown;18;jul;64;-3;-161;0;unknown;yes
40;entrepreneur;single;tertiary;no;3790;yes;no;telephone;13;may;-128;-1;-36;0;unknown;no
50;blue-collar;single;unknown;no;-417;no;no;unknown;4;may;-105;6;100;0;unknown;no
31;management;single;tertiary;no;775;yes;no;cellular;20;apr;207;1;308;2;failure;no
28;management;married;secondary;no;-595;no;no;unknown;22;jun;208;2;-47;3;unknown;no
24;entrepreneur;married;tertiary;no;-2173;yes;no;unknown;10;may;-78;9;86;0;unknown;no
50;housemaid;married;secondary;no;0;yes;no;cellular;22;jul;160;1;-1;0;unknown;no
38;blue-collar;single;primary;no;419;yes;no;unknown;20;may;656;1;-1;0;unknown;no
26;technician;married;secondary;no;100;yes;no;unknown;8;jun;430;-6;169;-3;unknown;yes
53;unknown;married;tertiary;no;-941;yes;no;unknown;26;jun;385;2;105;2;unknown;yes
26;technician;married;tertiary;no;880;yes;no;unknown;-2;may;432;2;-135;0;unknown;no
38;management;single;tertiary;no;1860;no;no;unknown;17;jun;202;3;194;1;unknown;yes
46;technician;divorced;tertiary;no;0;no;no;cellular;28;jan;1199;2;-1;0;unknown;yes
40;technician;single;tertiary;no;693;no;no;cellular;30;jan;427;1;-1;0;unknown;no
31;entrepreneur;single;secondary;no;0;no;no;telephone;13;nov;160;1;-1;0;unknown;yes
38;unknown;married;tertiary;no;7210;no;yes;cellular;9;jul;15;7;129;-1;unknown;no
40;entrepreneur;married;unknown;no;-79;no;no;unknown;21;oct;232;1;-57;7;unknown;no
51;self-employed;divorced;secondary;no;1291;yes;no;unknown;3;jun;51;2;-1;0;unknown;no
59;technician;married;tertiary;no;-3065;yes;no;unknown;16;jul;536;4;179;0;unknown;yes
43;management;single;tertiary;no;-1168;yes;no;cellular;24;dec;79;5;76;2;unknown;no
54;technician;single;secondary;no;4179;yes;no;cellular;18;oct;445;6;53;1;unknown;yes
39;management;married;secondary;no;-4634;no;yes;unknown;27;may;238;6;-106;0;unknown;no
34;management;divorced;unknown;no;-4358;yes;no;cellular;17;may;311;0;174;3;unknown;yes
22;services;married;secondary;no;4416;no;no;cellular;32;nov;-81;4;147;1;unknown;no
35;blue-collar;divorced;tertiary;no;1052;yes;no;cellular;12;jul;177;6;-129;-1;unknown;no
52;entrepreneur;married;tertiary;no;-6600;no;no;unknown;17;may;185;-3;124;0;unknown;no
17;self-employed;single;tertiary;no;5041;no;no;unknown;23;jul;178;4;227;0;unknown;yes
43;housemaid;married;tertiary;no;5820;yes;no;cellular;17;aug;691;-1;316;-1;failure;yes
39;entrepreneur;married;unknown;no;1316;yes;no;cellular;16;aug;431;5;108;0;unknown;no
23;technician;married;tertiary;no;2649;yes;no;unknown;25;nov;200;0;54;-1;unknown;no
49;unknown;married;secondary;no;2422;no;no;unknown;4;may;160;-3;-92;0;failure;yes
41;admin.;divorced;tertiary;no;-298;yes;no;cellular;5;may;397;1;-1;0;unknown;no
48;management;single;tertiary;no;31;no;yes;unknown;3;jul;154;1;-1;0;unknown;no
59;technician;married;primary;no;-12;yes;yes;cellular;20;may;316;1;127;-3;failure;no
55;technician;married;unknown;no;-1664;no;no;cellular;20;dec;459;10;-19;1;unknown;yes
55;unknown;married;tertiary;yes;549;no;yes;unknown;13;oct;-30;7;-110;1;unknown;yes
28;student;single;tertiary;no;61;yes;no;cellular;16;jul;401;8;-1;0;unknown;no
52;technician;single;tertiary;no;3849;no;no;unknown;7;jun;545;0;107;1;unknown;no
59;housemaid;married;primary;no;37;no;yes;cellular;15;jul;335;2;-1;0;unknown;no
28;blue-collar;single;secondary;no;975;yes;no;unknown;18;jun;59;3;-1;0;unknown;no
40;management;married;tertiary;no;-1780;yes;no;unknown;17;aug;147;4;-126;0;other;no
34;management;married;secondary;yes;879;yes;no;cellular;17;apr;712;1;344;1;failure;yes
58;entrepreneur;married;tertiary;no;-1180;yes;no;unknown;12;dec;78;-1;28;-3;unknown;yes
20;blue-collar;married;primary;no;-1197;no;no;telephone;10;may;-108;0;144;-1;success;yes
30;management;single;tertiary;no;13;yes;no;cellular;28;jan;204;1;-1;0;unknown;no
36;management;divorced;tertiary;no;3210;yes;no;telephone;20;jul;267;5;95;0;failure;yes
45;management;married;primary;no;362;no;yes;cellular;26;jul;715;-2;-50;1;unknown;no
58;admin.;married;tertiary;yes;-1362;yes;yes;cellular;16;may;247;8;113;-1;unknown;yes
42;blue-collar;divorced;primary;no;1278;no;no;cellular;29;jul;422;4;-1;0;unknown;no
36;technician;married;secondary;no;-3196;yes;no;unknown;16;jul;690;3;49;0;other;yes
29;technician;single;secondary;no;110;yes;no;cellular;13;apr;1036;1;-1;0;unknown;yes
27;blue-collar;married;secondary;yes;-2950;yes;no;cellular;13;may;861;-1;-138;0;failure;no
43;management;single;tertiary;no;2918;no;no;unknown;1;aug;162;2;-78;5;unknown;yes
42;services;married;tertiary;no;-3585;yes;no;unknown;21;jan;170;0;-92;-1;unknown;no
32;technician;married;tertiary;no;2415;yes;no;unknown;9;may;375;1;26;-2;unknown;no
43;technician;married;secondary;no;1373;yes;no;cellular;9;aug;535;6;21;-1;failure;yes
43;technician;divorced;secondary;no;331;no;no;unknown;13;may;263;3;170;3;failure;yes
44;blue-collar;single;tertiary;no;7410;no;no;unknown;18;may;237;2;15;1;unknown;yes
35;blue-collar;divorced;secondary;no;0;yes;no;cellular;13;may;404;2;-1;0;unknown;no
40;entrepreneur;married;tertiary;no;4387;no;no;unknown;9;may;155;4;-132;0;unknown;no
53;entrepreneur;married;tertiary;no;3883;no;no;cellular;19;nov;-199;2;-189;1;success;yes
39;admin.;married;secondary;no;2319;no;no;cellular;21;nov;48;1;137;1;failure;no
23;services;single;tertiary;no;834;no;yes;unknown;22;may;132;1;215;0;unknown;yes
44;entrepreneur;married;tertiary;no;1083;no;no;cellular;26;jul;-3;3;14;-2;unknown;no
22;technician;single;secondary;no;333;no;yes;telephone;12;nov;129;1;-1;0;unknown;no
44;technician;married;secondary;no;-2065;no;no;cellular;25;may;527;2;-152;0;unknown;yes
31;unknown;married;secondary;no;804;yes;no;unknown;19;dec;208;3;89;-1;unknown;no
42;management;single;unknown;no;3459;no;yes;unknown;22;may;326;2;136;-2;unknown;yes
34;unemployed;married;tertiary;no;3265;yes;no;unknown;13;may;252;1;52;1;unknown;no
34;technician;married;tertiary;no;1738;yes;no;unknown;28;jun;467;0;12;4;unknown;no
21;entrepreneur;single;tertiary;no;-2550;no;no;unknown;16;nov;-91;5;-10;0;unknown;no
28;technician;single;tertiary;no;3836;no;no;unknown;16;jul;134;-1;255;-3;success;yes
39;management;married;tertiary;no;2043;yes;no;unknown;17;jun;85;1;-1;0;unknown;no
38;unknown;divorced;tertiary;no;1862;yes;no;unknown;0;aug;556;7;205;0;unknown;yes
17;services;married;secondary;no;8813;yes;no;unknown;17;jun;-269;0;-22;0;failure;no
24;student;single;secondary;no;23878;no;no;cellular;18;feb;185;1;-1;0;unknown;yes
35;blue-collar;married;secondary;no;86;no;no;cellular;19;nov;127;1;111;2;failure;no
23;technician;divorced;tertiary;no;4107;yes;no;unknown;12;oct;47;-3;46;4;unknown;no
55;services;married;secondary;no;529;yes;no;cellular;29;jul;137;2;-1;0;unknown;no
31;blue-collar;married;tertiary;no;-35;no;no;cellular;20;nov;952;2;-1;0;unknown;yes
28;admin.;married;secondary;no;-393;yes;yes;cellular;7;may;247;2;349;2;failure;no
48;blue-collar;married;secondary;no;-1529;yes;no;unknown;24;dec;409;1;253;0;unknown;no
31;management;married;tertiary;no;368;yes;no;unknown;18;aug;371;6;-47;-1;failure;no
49;management;married;secondary;no;172;yes;no;cellular;10;jul;575;3;182;0;unknown;no
45;management;married;tertiary;no;110;yes;no;cellular;7;jan;-273;6;-49;0;unknown;yes
24;management;married;primary;no;877;no;no;unknown;18;jan;476;3;77;0;unknown;no
54;retired;divorced;tertiary;no;349;yes;no;cellular;18;nov;257;1;-1;0;unknown;no
40;management;single;unknown;no;121;yes;no;cellular;9;jul;475;-2;209;4;unknown;yes
33;blue-collar;married;secondary;no;5164;no;no;cellular;13;aug;238;2;265;1;failure;no
82;housemaid;married;primary;no;2140;no;no;telephone;14;apr;118;6;-1;0;unknown;no
46;unknown;married;primary;no;1465;yes;no;cellular;20;oct;132;0;97;3;failure;no
45;unknown;married;tertiary;no;-1587;yes;yes;unknown;21;may;-423;-1;63;0;unknown;no
34;blue-collar;single;tertiary;no;2368;yes;no;unknown;28;may;792;0;-259;-3;other;yes
31;entrepreneur;divorced;tertiary;yes;1645;no;yes;cellular;19;jul;249;0;35;-5;unknown;no
51;unknown;single;unknown;no;2241;yes;no;unknown;13;aug;432;0;240;0;unknown;no
55;technician;married;primary;no;818;yes;no;cellular;4;feb;185;2;247;3;other;no
